,species,model,aic,aic_corrected
1,HECO,Model 1,864.38079058675,864.437662624664
2,HECO,Model 2,751.76715352439,751.881439238675
3,HECO,Model 3,508.352807768689,516.481840026754
4,HECO,Model 4,513.517355582395,521.02537697277
5,HECO,Model 5,459.825573875749,489.703622656237
