,species,model,aic,aic_corrected
1,EUPE,Model 1,677.128921130162,677.198688572023
2,EUPE,Model 2,654.081407143703,654.221758020896
3,EUPE,Model 3,464.825756492698,475.111470778412
4,EUPE,Model 4,464.921512760752,474.407999247238
5,EUPE,Model 5,484.716011737479,523.916011737479
