,species,model,aic,aic_corrected
1,AGHE,Model 1,562.378378384208,562.432432438262
2,AGHE,Model 2,427.097698547646,427.206295832714
3,AGHE,Model 3,475.097698389295,482.772825292849
4,AGHE,Model 4,354.421195165698,361.512104256607
5,AGHE,Model 5,347.185203723403,375.185203723403
