,species,model,aic,aic_corrected
1,MICA,Model 1,220.898012361768,221.085512361768
2,MICA,Model 2,139.565655537348,139.9466079183
3,MICA,Model 3,147.509127549601,186.278358318832
4,MICA,Model 4,145.508838743675,180.608838743675
5,MICA,Model 5,181.537657048082,469.772951165729
